text,label
How much is a Canadian 1967 twenty dollar gold coin worth ?,NUM
What did Martin Luther post on the church door at Wittenberg ?,ENTY
What is a fear of thunder ?,ENTY
What is Grenada 's main commodity export ?,ENTY
"What do the names Neil , Mary , and Anthony mean ?",DESC
What 's a perfect score in a gymnastics exercise ?,NUM
How much money was the minimum wage in 1991 ?,NUM
What series of trials followed World War II ?,ENTY
Who is the nebbish that is Marvel 's official mascot ?,HUM
What famous comedian recently tried without success to revive the play ?,HUM
What is barnstorming ?,DESC
Which of the following actors worked in New York 's Yiddish Theater ?,HUM
What is the Homelite Inc. home page ?,LOC
What was the former residence of Scottish kings in Edinburgh ?,LOC
What is the purpose of BIOS ?,DESC
What country in Latin America is the largest one ?,LOC
What 's a male `` cuckquean '' ?,DESC
What is the contents of proposition 98 ?,DESC
What makes salt ?,DESC
Who is Colin Powell ?,HUM
Who are the top 10 richest people in the world ?,HUM
What is a fear of passing high objects ?,ENTY
What is a fear of fur ?,ENTY
"Where was the Cisalpine Republic , 1797-185 , ?",LOC
How many people died on D-Day ?,NUM
"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",HUM
Which major diamond producer is based in South Africa ?,HUM
What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,NUM
What year did Jack Nicklaus join the Professional Golfers Association tour ?,NUM
How many calories are there in a glass of water ?,NUM
Who were the head writers for the Smothers Brothers Comedy Hour ?,HUM
What high school does Archie attend ?,HUM
What can one see in Reims ?,ENTY
What are the three most successful companies of our time ?,HUM
How big is the largest diamond ?,NUM
"What President lived at 219 North Delaware Street , Independence , Missouri ?",HUM
What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?,HUM
What is the main ingredient of yogurt ?,ENTY
"What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?",HUM
Where are the 49 steps ?,LOC
What is the virus HIV ?,DESC
What New England state covers 5.9 square miles ?,LOC
What suburban housewife and mother of three wrote The Feminine Mystique ?,HUM
Who painted Mother and Child ?,HUM
What was Paul Bunyan 's ox 's name ?,ENTY
How long do flies live ?,NUM
Aspartame is known by what other name ?,ENTY
What does Warner Bros. call a flightless cuckoo ?,ENTY
What state did Helen Keller call home ?,LOC
Where is the Valley of the Kings ?,LOC
What information can you get me on Fairground Park in St. Louis,DESC
Which side of the face do most artists tend to show more of in self-portraits ?,ENTY
What Hollywood dog died in the arms of Jean Harlow in 1932 ?,ENTY
Which breakfast cereal brought you `` the best each morning '' ?,ENTY
What company is being bought by Yahoo and how much is the deal worth ?,HUM
How was the element calcium named ?,DESC
What credit card features a centurion on its face ?,ENTY
Which country is Australia 's largest export market ?,LOC
How many pins are used in skittles ?,NUM
"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",ENTY
What is the population of Mexico ?,NUM
What comedian was born Allen Stewart Konigsberg ?,HUM
What does the River Seine empty into ?,LOC
What exactly is the purpose of the anteater ?,DESC
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",ENTY
What year did Montana become a state ?,NUM
What is Colin Powell best known for ?,DESC
What are the Nordic nations ?,LOC
What 's the abbreviation for trinitrotoluene ?,ABBR
What relative of the racoon is sometimes known as the cat-bear ?,ENTY
Name the creator of `` The Muppets '' .,HUM
Why is Jane Goodall famous ?,DESC
What 's the claim to fame of night watchman Frank Wills ?,DESC
Which college did Dikembe Mutombo attend ?,HUM
Where can I find correct tabs for Third Eye Blind songs ?,LOC
What 's an auberge in France ?,DESC
What are close encounters of the first and second kind ?,ENTY
What can I do to get into an Ivy League school ?,DESC
What is the rarest coin ?,ENTY
"What were Baffin , Frobisher and Franklin looking for ?",ENTY
"What are Kythnos , Siphnos , Seriphos and Mykonos ?",DESC
When was the USSR dissolved ?,NUM
What 1976 Deep Throat clone provides the leading lady with a second larynx ?,ENTY
What ever happened to the once popular Yale Lock Company ?,DESC
Where do I find information for foreclosure properties on the Internet ?,LOC
What are the wolverine habits ?,ENTY
How long ago was the Roe vs. Wade decision by the Supreme Court ?,NUM
What company named one of its pens `` The Banana '' ?,HUM
What 's the hardest substance in the human body ?,ENTY
Where can I get mailing lists ?,LOC
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",NUM
What does the Latin ante mortem mean ?,DESC
What does `` E Pluribus Unum '' on the penny mean ?,DESC
What kind of substance is dextropropoxyphen napsylate ?,ENTY
What does God create in the first sentence of the Bible ?,ENTY
Who is Rocky 's and Bullwinkle 's ever-lost friend ?,HUM
What is the history of the hairdryer ?,DESC
What month 's third weekend is the Monterey Jazz Festival held on ?,NUM
What is a softball made of ?,ENTY
In what year was the Berlin Wall erected ?,NUM
Who said `` What contemptible scoundrel stole the cork from my lunch ? '',HUM
How tall is Prince Charles ?,NUM
How many logarithmic scales are there on a slide rule ?,NUM
How many members of a family could be drafted in the U.S. military during World War II ?,NUM
What volcano showers ash on Sicily ?,LOC
What was another name for East Germany ?,ENTY
What famous events have happened on March 27 ?,ENTY
How do I install a tile floor ?,DESC
Who was Ezra Taft Benson ?,HUM
How do I impress a guy ?,DESC
What does Elysium mean ?,DESC
How did names come about ?,DESC
What is the term that describes a word where only one usage has been recorded in all literature ?,ENTY
Italy is the largest producer of what ?,ENTY
When was the Triangle Shirtwaist fire ?,NUM
What are binomial coefficients ?,DESC
"Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?",HUM
How much did Lucy Van Pelt originally charge for psychiatric sessions ?,NUM
What was the `` Dead Man 's Hand '' ?,DESC
What instrument is Ray Charles best known for playing ?,ENTY
What was Thatcher 's approval rating after 10 years in power ?,NUM
What is a fear of failure ?,ENTY
What was the occupation of Mandy Rice-Davies ?,HUM
What is `` Nine Inch Nails '' ?,DESC
Who 's the only president buried in Washington,HUM
A corgi is a kind of what ?,ENTY
Which country is the largest country in Latin America ?,LOC
How many cables support the main span of the Golden Gate Bridge ?,NUM
What does the Georgetown `` Hoya '' mean ?,DESC
What is Smartnet ?,DESC
How many disks does each player have in a four-handed game of Crokinole ?,NUM
Who invented the stethoscope ?,HUM
"How many times has `` Louie , Louie '' been recorded ?",NUM
What 's bottled in jeroboams ?,ENTY
How many people died when the Estonia sank in 1994 ?,NUM
What are amaretto biscuits ?,DESC
What country is the worlds leading supplier of cannabis ?,LOC
What 's the largest letter in Salvador Dali 's signature ?,ENTY
Who killed Martin Luther King ?,HUM
What kind of fruit is a Yellow Transparent ?,ENTY
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",ENTY
How long is the border between Canada and the 48 conterminous states ?,NUM
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?,HUM
Which presidents of the USA were Masons ?,HUM
What little boy and dog live in a shoe ?,HUM
What do sailors use to measure time ?,ENTY
What are bear and bull markets ?,DESC
Who won the rugby world cup in ?,HUM
What is the occupation of Nicholas Cage ?,HUM
Where was Richard Nixon when Gerald Ford became president ?,LOC
What is HDLC ?,ABBR
Who is the leader of India ?,HUM
Musician Ray Charles plays what instrument ?,ENTY
What two major world religions began in India ?,ENTY
How many years did it take James Joyce to write Ulysses ?,NUM
What are the various ways in which one can measure IT User Satisfaction Level ?,ENTY
What does Nicholas Cage do for a living ?,HUM
Where does the song Anything Goes take place ?,LOC
How were the days of the week named ?,DESC
What species is a colt ?,ENTY
How many colored squares are there on a Rubik 's Cube ?,NUM
"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",HUM
How do you reference a website ?,DESC
"What did 8 , CD NNS VBP TO VB NNP POS NN .",ENTY
What is the only modern language that capitalizes its singular first-person pronoun ?,ENTY
"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",ENTY
What does Freddy Freeman say to become Captain Marvel Jr. ?,DESC
How do I tie a tie ?,DESC
Who played Al Jolson in the Jolson Story ?,HUM
What is Jane Goodall known for ?,DESC
What was the tragedy that struck the city of Dogtown in 1899 ?,ENTY
How many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM
How big is Australia ?,NUM
What happened to Pompeii ?,DESC
Who was Darth Vader 's son ?,HUM
What is a storm surge ?,DESC
What do camels store in their humps ?,ENTY
Who is the current prime minister and president of Russia ?,HUM
In what year did they build the Berlin Wall ?,NUM
What does A&W of root beer fame stand for ?,ABBR
What is Shirley MacLaine known as ?,ENTY
Which of the following famous people does not paint as a hobby ?,HUM
What do you call a section of your finger from one joint to another ?,ENTY
About how many Americans are still unaccounted for from the Vietnam war ?,NUM
How many James Bond novels are there ?,NUM
What knighted actor narrates TV 's The World at War ?,HUM
How many inches over six feet is the Venus de Milo ?,NUM
What is ouzo ?,DESC
What was the name of Randy Steven Craft 's lawyer ?,HUM
What 's new in the postal world in 1999 ?,DESC
What is Head Start ?,DESC
What does Salk vaccine prevent ?,ENTY
What disease is the second-biggest killer of North Americans ?,ENTY
What are the top ten most common girl names in the US ?,HUM
What does IBM stand for ?,ABBR
How many endangered species are there in the world ?,NUM
How many people died in the Vietnam war ?,NUM
What are the different approaches of systems analysis ?,ENTY
What does the number 33 on the Rolling Rock beer bottle mean ?,DESC
What color is the cross on Switzerland 's flag ?,ENTY
Who founded the People 's Temple Commune ?,HUM
What country has been called The Queen of the Antilles ?,LOC
What organization has a Security Council ?,HUM
"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?",LOC
How many different kinds of ice cream are there ?,NUM
Where can I find info on Alexander Mackenzie ?,LOC
Who is the Queen of Holland ?,HUM
What James Michener book is subtitled Spanish Travels and Reflections ?,ENTY
What was the first country to put a second woman in space ?,LOC
What is thalassemia ?,DESC
How do you do a topic outline ?,DESC
What is the origin of the word trigonometry ?,DESC
How many innings constitute an official baseball game ?,NUM
How many hours of work does it take a typist to complete a 100-page screenplay ?,NUM
What 's the most delicate-tasting member of the onion family ?,ENTY
What is a `` False Moon '' ?,DESC
What is the origin of the expression `` four-letter word '' ?,DESC
What U.S. state ends with a G ?,LOC
What is the size of the largest akita ?,NUM
"Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?",HUM
Name a South African diamond producer ?,HUM
How many hands does Bjorn Borg use when hitting his forehand ?,NUM
What is a neurosurgeon ?,DESC
Where do chihuahuas come from ?,DESC
What type of currency is used in China ?,ENTY
What facial feature typically contains about 55 hairs ?,DESC
What is the present Pope named ?,HUM
What 's the origin of the word ` news ' ?,DESC
How do I change a file from an ART file to a JPEG or Bitmap file ?,DESC
What is the brightest star visible from Earth ?,LOC
"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",ENTY
What is Occam 's Razor ?,DESC
How is water treated to make it safe to drink ?,DESC
What is the life span of the average monkey ?,NUM
What character did Tex Avery first create upon arriving at MGM ?,HUM
What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,DESC
What was the orca 's name that died of a fungal infection at Sea World ?,ENTY
What were Babe Ruth 's Christian names ?,HUM
Aspartame is also called what ?,ENTY
Who was the first President to appoint a woman to head a cabinet ?,HUM
What 's the most extensively grown and eaten food ?,ENTY
How many degrees cooler is the inside of a cucumber than the air outside ?,NUM
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",HUM
"Which is a real berry : blackberry , cranberry , raspberry , strawberry ?",ENTY
What does `` B.Y.O.B. '' mean ?,ABBR
What occupation has the highest divorce rate ?,HUM
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,ENTY
What is viscosity ?,DESC
What is the `` fourth dimension '' ?,DESC
What university was Woodrow Wilson President of ?,HUM
What is the current ticket fare from from Cairo to Barbados ?,NUM
"What do the letters D.C. stand for in Washington , D.C. ?",ABBR
What is a `` node '' in computer terms ?,DESC
Who sells Viagra ?,HUM
Who is Olive Oyl 's brother ?,HUM
Why do people shake hands to show friendliness ?,DESC
Ray Charles plays which instrument ?,ENTY
What is a fear of fish ?,ENTY
What 's the main vegetable in vichyssoise ?,ENTY
What is the world 's deadliest infectious disease ?,ENTY
Who was the first black golfer to tee off in the Masters ?,HUM
How does hair curl ?,DESC
How many Canadians emmigrate each year ?,NUM
What made the short-lived Star Hawks strip so unique ?,DESC
What is after death ?,ENTY
What do goldfish lose if kept in dimly-lit or running water ?,ENTY
Which king signed the Magna Carta ?,HUM
How many chemical elements are there ?,NUM
What female painter produced primitives of rural New England life ?,HUM
What was Eduard Shevardnadze 's job in the Soviet Union ?,HUM
What do you call a Poker hand with five cards of the same suit ?,ENTY
What Judith Rossner novel was made into a film starring Diane Keaton ?,ENTY
"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",LOC
What Chilean president was killed in a 1973 coup d 'etat ?,HUM
How many fiddlers did Old King Cole have ?,NUM
What is `` the computer for the rest of us '' ?,DESC
What time of year is air travel the heaviest ?,NUM
"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",HUM
Who is currently the most popular singer in the world ?,HUM
Which cats pursued Tweety Pie in his first cartoon appearance ?,ENTY
How does marl form and what mineral does it contain ?,DESC
What is `` the only cigarette made with no leftovers '' ?,DESC
What is the name of the planet that the Ewoks live on ?,LOC
What is the size of Argentina ?,NUM
What currency is used in Australia ?,ENTY
How do I find a snowboarding website ?,DESC
Who invented the radio ?,HUM
What were the trials called which followed World War II ?,ENTY
"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",ENTY
Name the lawyer for Randy Craft .,HUM
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM
What nationality is a Sicilian ?,LOC
Who made the first gas engine ?,HUM
What is the size of the student body at the University of Massachusetts in Amherst ?,NUM
What is the abbreviation of the company name ` General Motors ' ?,ABBR
"What sport features slotbacks , tailbacks , and touchbacks ?",ENTY
Where is the location of the Orange Bowl ?,LOC
What Jewish holiday saw the start of the 1973 Mideast War ?,ENTY
What is a bone marrow transplant meant for ?,DESC
Where is the Kentucky Horse Park ?,LOC
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,HUM
Name a film that has won the Golden Bear in the Berlin Film Festival ?,ENTY
How does Belle describe her life in Beauty and the Beast ?,DESC
What do you know about multicultural and multilingual schools ?,DESC
What painter popularized soup cans and Brillo soap pad boxes ?,HUM
What is the `` Global Economy '' ?,DESC
What country is located at 13 degrees North latitude and 10 degrees East longitude ?,LOC
How much in miles is a ten K run ?,NUM
What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?,HUM
What Nevada center has been dubbed The Biggest Little City in the World ?,LOC
What soft drink is most heavily caffeinated ?,ENTY
What 's the home of the Rockettes ?,LOC
Who made Stonehenge ?,HUM
How did Bob Marley die ?,DESC
What gate opened on East and West Berlin ?,LOC
What TV game show once saw a contestant admit to picking his toes in the shower ?,ENTY
Where is Procter & Gamble headquartered in the U.S. ?,LOC
Who made the largest cocaine seizure in Ventura County history ?,HUM
Who portrayed Renaud in Casablanca ?,HUM
What were the causes of the Civil War ?,DESC
What is another name for nearsightedness ?,ENTY
What civilization invented the arch ?,HUM
What are the top 10 colleges in the United States in the field of engineering ?,HUM
What 's the Southern dish made of pigs ' small intestines ?,ENTY
"What 's played at Wembley Stadium , London , every May ?",ENTY
What kind of fish is a coney ?,ENTY
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",HUM
How does General Mills manufacture Cheerios ?,DESC
What is the speed of the Mississippi River ?,NUM
Who wrote Sons and Lovers ?,HUM
What actor learned to play the saxophone and speak Russian for a role in a movie ?,HUM
What was Mel Gibson 's first movie ?,ENTY
When was the first flush toilet invented ?,NUM
Where did Honecker rule ?,LOC
What are boxcars ?,DESC
What 's the name of Popeye 's adopted son ?,HUM
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,HUM
What age is Benny Carter ?,NUM
What Argentine boxer was shot dead outside a Nevada brothel in May ?,HUM
How do I contact Answers.com direct ?,DESC
What is the cultural origin of the ceremony of potlatch ?,DESC
What Asian spiritual and political leader was married at the age of 13 ?,HUM
What sport is known for hooligans ?,ENTY
Who painted `` Soft Self-Portrait with Grilled Bacon '' ?,HUM
Whose biography by Maurice Zolotow is titled Shooting Star ?,HUM
"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?",HUM
Who has the only speaking role in `` Silent Movie '' ?,HUM
"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",HUM
"What island group contains Jersey , Guernsey , Sark and Herm ?",LOC
What crop failure caused the Irish Famine ?,ENTY
What organization 's offices were broken into at Watergate in 1972 ?,HUM
Where did the Battle of the Bulge take place ?,LOC
How much did the first Barbie doll sell for in 1959 ?,NUM
How many years ago did the ship Titanic sink ?,NUM
How many American soldiers are stationed in South Korea ?,NUM
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,HUM
What 's the northernmost U.S. state apart from Alaska ?,LOC
Who won World War II ?,HUM
What brand number graces the black label of a bottle of Jack Daniel 's ?,NUM
What kind of women gave Sigmund Freud erotic dreams ?,HUM
What 1966 boob tube bomb took astronauts back to prehistoric times ?,ENTY
How is the element strontium purified ?,DESC
What country was Erich Honecker the leader of ?,LOC
How many names are there for Eskimo people ?,NUM
What girl 's name is `` Teddy '' an affectionate form of ?,HUM
"Why was Henry Ford 's first automobile calleda Model T & his second type of automobile , introduced in 1928 , called a Model A ?",DESC
Who is Edmund Kemper ?,HUM
How is Paraguay for vacations ?,DESC
When was the first successful heart transplant for a human ?,NUM
What device provided a new way to listen to music in 1963 ?,ENTY
What daughter of Henry VIII and Anne Boleyn became queen of England ?,HUM
How long did the Charles Manson murder trial last ?,NUM
What are the most common elements in the Earth 's crust ?,ENTY
How do websites like Yahoo and Excite make money ?,DESC
How many years did Sleeping Beauty sleep ?,NUM
Where in a tree does photosynthesis occur ?,LOC
What store claims to be the world 's largest department store ?,HUM
What therapy attempts to elicit the `` primal scream '' ?,ENTY
"What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''",HUM
What is the difference between a fruit and a vegetable ?,DESC
Saddam Hussein was compared to whom by President Bush ?,HUM
Why were people recruited for the Vietnam War ?,DESC
What is the rounded part on the top of a matchbook called ?,ENTY
Who is Westview High 's band director in Funky Winkerbean ?,HUM
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,HUM
What is the capital of Congo ?,LOC
How can I determine the radius of an ellipse ?,DESC
How many liberty bells have there been ?,NUM
How many people was Randy Craft convicted of killing ?,NUM
"Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?",LOC
Who played Emperor Palpatine in Star Wars ?,HUM
How many objects orbit the Earth ?,NUM
Where do the adventures of `` The Swiss Family Robinson '' take place ?,LOC
How much does a new railroad coal car cost ?,NUM
What is the chemical reactivity of neon ?,NUM
What is a movie that Kevin Costner made about Sioux Indians ?,ENTY
Who directed Citizen Kane ?,HUM
What U.S. Air Force general led the first bombing raid over Tokyo ?,HUM
How long would it take for a $ savings bond to mature ?,NUM
"What river runs through Colorado , Kansas , and Oklahoma ?",LOC
What is the origin of the Christmas tree ?,DESC
How does a rainbow form ?,DESC
What major airline has the best safety record in the world ?,HUM
What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?,HUM
What is a fear of children ?,ENTY
What is the fastest growing state in the U.S.A. in 1998 ?,LOC
How does psorisis disappear ?,DESC
When was Microsoft established ?,NUM
What two body parts grow all your life ?,ENTY
What animal migrates the farthest ?,ENTY
What are a baseball team 's firemen ?,DESC
Who was Monet ?,HUM
What baseball great plugged Mr. Coffee ?,HUM
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",HUM
What vehicles are raced in the Tour de France ?,ENTY
What is the average hours per months spent online by AOL users ?,NUM
What is the origin of the word `` tampon '' ?,DESC
How do they raise the cranes when building high-rise buildings ?,DESC
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,HUM
What is the origin of the rock band Led Zeppelin 's name ?,DESC
What product does `` Mrs. Olsen '' promote ?,ENTY
What do bicornate animals have two of ?,ENTY
What county is Chicago in ?,LOC
What university fired Angela Davis ?,HUM
What was Fred Astaire 's dancing partner 's name ?,HUM
What body of water does the Danube River flow into ?,LOC
Who did Bobby Fischer beat to win the world chess championship ?,HUM
What J.R.R. Tolkien book features Gimli as a central character ?,ENTY
What is the legal blood alcohol limit for the state of California ?,ENTY
What sport can a free-legged pacer compete in ?,ENTY
When did Amtrak begin operations ?,NUM
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,ENTY
What wheel did Blaise Pascal invent in a search for perpetual motion ?,ENTY
What is the best brand for a laptop computer ?,ENTY
Where is Inoco based ?,LOC
What was the first English play written exclusively for children ?,ENTY
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,ENTY
What are three ways in which wind is created on the earth ?,ENTY
When was the De Beers company founded ?,NUM
Who turned all he touched to gold ?,HUM
How high must a mountain be to be called a mountain ?,NUM
What is paracetamol ?,DESC
What city is served by McCarren Airport ?,LOC
What Caribbean island is sometimes called Little England ?,LOC
What is Drew Barrymore 's middle name ?,HUM
What was the first ready-to-eat breakfast cereal ?,ENTY
What month of the year is there no television in Iceland ?,NUM
What town was the setting for The Music Man ?,LOC
What is the lowest level of the American judiciary ?,ENTY
How many countries are there ?,NUM
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,ENTY
Who was the first king of England ?,HUM
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,LOC
What city is graced by the Arch of Titus ?,LOC
What countries have the largest areas of forest ?,LOC
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,HUM
What is gymnophobia ?,DESC
What animal 's tail is called a brush ?,ENTY
What disease is transmitted by the Anopheles mosquito ?,ENTY
What effect does a prism have on light ?,DESC
What was Al Capone 's nickname ?,HUM
What did the pyramid-builders of Egypt mainly eat ?,ENTY
What is a `` repeating voter '' ?,DESC
What is a bone marrow transplant ?,DESC
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,DESC
What percentage of the world 's plant and animal species can be found in the Amazon forests ?,NUM
Who does data collection in tourism ?,HUM
Who portrayed Vincent Van Gogh in Lust for Life ?,HUM
"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?",ENTY
What kind of greeting is appropriate to send on Yom Kippur ?,DESC
How does Zatanna perform her magic in DC comics ?,DESC
How many states have a `` lemon law '' for new automobiles ?,NUM
What is the trademark of a Washington Redskin 's fan ?,ENTY
What was the nationality of Jackson Pollock ?,LOC
What 1915 film was the first to gross $5 million ?,ENTY
What tools do you use to crewel ?,ENTY
What presidential administration challenged Americans to explore The New Frontier ?,HUM
What country has the best defensive position in the board game Diplomacy ?,LOC
What English queen had seventeen children ?,HUM
What is measured in curies ?,DESC
What is Bill Gates of Microsoft E-mail address ?,LOC
In what year did Hitler gain power of Germany ?,NUM
"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",NUM
What United States city produces the most oil ?,LOC
What first-aid product `` Helps the hurt stop hurting '' ?,ENTY
What was the name of the director of the movie `` Jaws '' ?,HUM
What is the name of the brilliant British economist behind its creation ?,HUM
What countries have the highest ratio of university students ?,LOC
How many holes are there in a tenpin bowling ball ?,NUM
What year did Germany sign its nonaggression pact with the Soviet Union ?,NUM
What day of the week was July 13 ?,NUM
What are the three winter months in the southern hemisphere ?,NUM
Who won the first World Series ?,HUM
What is one of the cities that the University of Minnesota is located in ?,LOC
What is the first personal computer company ?,HUM
Madonna hocks which soft drink ?,ENTY
How many lawyers are there in the state of New Jersey ?,NUM
When is Dick Clark 's birthday ?,NUM
What is the longest-running television series ?,ENTY
What animal do buffalo wings come from ?,ENTY
What color is the eight-ball in pocket billiards ?,ENTY
What year did nylon stockings first go on sale ?,NUM
What is the meaning of the name Ella ?,DESC
What substance did Joseph Priestley name for its ability to erase pencil marks ?,ENTY
What is the probability that at least 2 out of 25 people will have the same birthday ?,NUM
How do I e-mail someone at aol.com from yahoo.com ?,DESC
How does a bill become law ?,DESC
Which airplane did Fawaz Younis hijack ?,ENTY
Who said : `` Old soldiers never die ; they just fade away '' ?,HUM
What company 's trademark was His Master 's Voice ?,HUM
What is the death toll of people dying from tuberculosis ?,NUM
How long do you have to live in a community to vote ?,NUM
What famed tennis tournament 's men 's singles title was Fred Perry the last Englishman to win ?,ENTY
Who gave Abbie Hoffman his first dose of LSD ?,HUM
Who invented television ?,HUM
What 's known as The queen of Drinks ?,ENTY
When was the bar-code invented ?,NUM
How old was Stevie Wonder when he signed with Motown Records ?,NUM
How many people visit the Pope each month ?,NUM
Who co-starred with Julie Andrews in Mary Poppins ?,HUM
What did Cool Hand Luke go to jail for ?,DESC
What American League baseball team 's worst finish between 1926 and 1964 was fourth ?,HUM
What is LMDS ?,ABBR
Who is known as `` the world 's oldest teenager '' ?,HUM
What building are British monarchs crowned in ?,LOC
What does the name `` Anthony '' mean ?,DESC
How many electoral votes does it take to win presidency ?,NUM
What happened to Answers.com ?,DESC
How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?,NUM
What carries sperm up into the pelvic region ?,ENTY
Why did the chicken cross the road ?,DESC
How many spaces follow a period at the end of a sentence ?,NUM
What is the busiest air travel season ?,NUM
How long does it take the moon to revolve around the Earth ?,NUM
How did Rocky Marciano die ?,DESC
What 's the meaning of UOL ?,DESC
Who was the famous door-to-door brush salesman ?,HUM
How many countries watch MTV Europe ?,NUM
What Asian country has a bill of rights for cows ?,LOC
Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?,HUM
What film did Louise Fletcher win the best actress Oscar for ?,ENTY
What bay divides Maryland 's Eastern and Western Shores ?,LOC
How many neurons are in the human brain ?,NUM
What is the largest county in size in Massachusetts ?,LOC
How many characters are in the Chinese alphabet ?,NUM
What geological time do we live in ?,NUM
What are some tips for building a fire in a fireplace ?,ENTY
What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,ENTY
Which comic strip was never turned into a Broadway musical ?,ENTY
What is the largest museum in the world ?,LOC
What country contains the highest point in South America ?,LOC
What is a fear of motion ?,ENTY
What is Columbia Tristar 's phone number ?,NUM
What is the origin of `` barbeque '' ?,DESC
Where can one find Mozambique ?,LOC
Which two inventors invented Post-its ?,HUM
When did they canonize the Bible ?,NUM
"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",HUM
What plant has the largest seed ?,ENTY
What novel did Ian Fleming introduce James Bond in ?,ENTY
What are the only players eligible to score points in Roller Derby called ?,HUM
What does the name Jenna mean ?,DESC
"Which U.S. President is buried in Washington , D.C. ?",HUM
What was the first U.S.-based team in the NHL ?,HUM
What do you call a group of geese ?,ENTY
How many member states are in the UN ?,NUM
How can I get my product licensed by the NBA ?,DESC
Who died 1 feet from where John F. Kennedy did ?,HUM
Which sex is twice as likely to contract leprosy ?,ENTY
When was Queen Victoria born ?,NUM
What was Thatcher 's first name ?,HUM
What country other than Germany invaded Poland in September 1939 ?,LOC
What type of animal is the easiest kept pet there is ?,ENTY
Where is the bridge over the river Kwai ?,LOC
"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",DESC
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,HUM
What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?,LOC
How many John Deere tractors have been manufactured ?,NUM
"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",HUM
What is June 's birthstone ?,DESC
How many members are in the California congressional delegation ?,NUM
Who awarded The Flying Fickle Finger of Fate ?,HUM
What is a camel hair brush actually made out of ?,ENTY
"Which mosquito 's bite draws blood , DT NN CC DT NN .",ENTY
When was the slinky invented ?,NUM
Where does the U.S. rank among world countries in area ?,NUM
In what city is the US Declaration of Independence located ?,LOC
How many double-word-score spaces are there on a Scrabble Crossword Game board ?,NUM
What ice creams contain seaweed ?,ENTY
